Id;MSSubClass;MSZoning;LotFrontage;LotArea;Street;Alley;LotShape;LandContour;Utilities;LotConfig;LandSlope;Neighborhood;Condition1;Condition2;BldgType;HouseStyle;OverallQual;OverallCond;YearBuilt;YearRemodAdd;RoofStyle;RoofMatl;Exterior1st;Exterior2nd;MasVnrType;MasVnrArea;ExterQual;ExterCond;Foundation;BsmtQual;BsmtCond;BsmtExposure;BsmtFinType1;BsmtFinSF1;BsmtFinType2;BsmtFinSF2;BsmtUnfSF;TotalBsmtSF;Heating;HeatingQC;Ce1tralAir;Electrical;1stFlrSF;2ndFlrSF;LowQualFinSF;GrLivArea;BsmtFullBath;BsmtHalfBath;FullBath;HalfBath;BedroomAbvGr;KitchenAbvGr;KitchenQual;TotRmsAbvGrd;Functional;Fireplaces;FireplaceQu;GarageType;GarageYrBlt;Garage2ish;GarageCars;GarageArea;GarageQual;GarageCond;2avedDrive;WoodDeckSF;OpenPorchSF;EnclosedPorch;3SsnPorch;ScreenPorch;PoolArea;PoolQC;Fence;MiscFeature;MiscVal;MoSold;YrSold;SaleType;SaleCondition;SalePrice
303;20;0;118;13704;0;NA;1;0;0;2;0;0;0;0;0;1;7;5;2001;2002;0;0;0;0;0;150;0;0;0;0;0;0;2;0;0;0;1541;1541;0;0;0;0;1541;0;0;1541;0;0;2;0;3;1;0;6;0;1;1;0;2001;0;3;843;0;0;0;468;81;0;0;0;0;NA;NA;NA;0;1;2006;0;0;205000
304;20;0;70;9800;0;NA;0;0;0;2;0;0;0;0;0;1;5;7;1972;1972;0;0;0;0;1;0;1;0;0;1;0;0;1;894;0;0;0;894;0;2;0;0;894;0;0;894;1;0;1;0;3;1;1;5;0;0;NA;0;1975;1;2;552;0;0;0;256;0;0;0;0;0;NA;2;NA;0;7;2006;0;1;149900
305;75;1;87;18386;0;NA;0;0;0;0;0;7;0;0;0;7;7;9;1880;2002;0;0;6;6;1;0;1;0;2;1;0;0;2;0;0;0;1470;1470;0;0;0;0;1675;1818;0;3493;0;0;3;0;3;1;0;10;0;1;4;0;2003;1;3;870;0;0;0;302;0;0;0;0;0;NA;NA;NA;0;5;2008;0;0;295000
306;20;0;80;10386;0;NA;0;0;0;0;0;0;0;0;0;1;8;5;2004;2005;0;0;6;6;2;246;0;0;0;0;0;0;0;1464;0;0;536;2000;0;0;0;0;2000;0;0;2000;1;0;2;0;3;1;0;8;0;0;NA;0;2004;2;3;888;0;0;0;168;0;0;0;0;0;NA;NA;NA;0;7;2007;0;0;305900
307;60;0;116;13474;0;NA;0;0;0;0;0;12;1;0;0;0;7;5;1990;1991;0;0;3;4;0;246;0;0;1;0;0;0;1;700;0;0;0;700;0;1;0;0;1122;1121;0;2243;1;0;2;1;4;1;0;8;0;1;1;0;1990;0;3;746;0;0;0;127;44;224;0;0;0;NA;NA;NA;0;6;2007;0;0;225000
308;50;1;NA;7920;0;0;1;0;0;0;0;13;3;0;0;2;6;7;1920;1950;0;0;1;1;1;0;1;2;1;1;0;0;2;0;0;0;319;319;0;2;0;2;1035;371;0;1406;0;0;1;0;3;1;3;6;0;0;NA;NA;NA;NA;0;0;NA;NA;1;0;144;0;0;0;0;NA;1;NA;0;3;2008;0;0;89500
309;30;0;NA;12342;0;NA;1;0;0;0;0;15;0;0;0;1;4;5;1940;1950;0;0;0;0;1;0;1;0;1;1;0;0;4;262;0;0;599;861;0;0;0;0;861;0;0;861;0;0;1;0;1;1;1;4;0;0;NA;1;1961;1;2;539;0;0;0;158;0;0;0;0;0;NA;NA;NA;0;3;2009;0;0;82500
310;20;0;90;12378;0;NA;1;0;0;0;0;10;0;0;0;1;9;5;2003;2004;0;0;0;0;1;0;0;0;0;2;0;1;0;1274;0;0;622;1896;0;0;0;0;1944;0;0;1944;1;0;2;0;3;1;2;8;0;3;4;0;2003;2;3;708;0;0;0;208;175;0;0;0;0;NA;NA;NA;0;11;2006;0;0;360000
311;60;0;NA;7685;0;NA;1;0;0;0;0;17;0;0;0;0;6;5;1993;1994;0;0;3;3;0;112;1;0;0;0;0;0;1;518;0;0;179;697;0;1;0;0;697;804;0;1501;0;0;2;1;3;1;0;6;0;1;1;0;1993;2;2;420;0;0;0;190;63;0;0;0;0;NA;NA;NA;0;5;2006;0;0;165600
312;20;0;50;8000;0;NA;0;0;0;0;0;11;0;0;0;1;6;6;1948;2002;0;0;0;0;1;0;1;1;1;1;0;0;1;680;0;0;292;972;0;0;0;0;972;0;0;972;1;0;1;0;2;1;1;5;0;1;2;1;1948;1;1;240;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;5;2009;0;0;132000
313;190;1;65;7800;0;NA;0;0;0;0;0;7;3;0;1;2;5;7;1939;1950;0;0;1;1;1;0;1;0;1;0;0;2;3;507;0;0;286;793;0;2;0;0;793;325;0;1118;1;0;1;0;3;1;1;5;0;1;2;1;1939;1;2;410;0;0;0;0;0;0;0;271;0;NA;1;NA;0;5;2006;0;0;119900
314;20;0;150;215245;0;NA;3;2;0;0;2;16;0;0;0;1;7;5;1965;1965;1;0;4;7;1;0;1;0;1;0;0;1;1;1236;4;820;80;2136;1;2;0;0;2036;0;0;2036;2;0;2;0;3;1;1;8;0;2;2;0;1965;0;2;513;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;6;2009;0;0;375000
315;70;1;60;9600;0;0;0;0;0;0;0;7;0;0;0;0;7;7;1925;1990;0;0;2;5;1;0;1;0;2;1;1;0;6;16;0;0;712;728;0;0;0;0;832;809;0;1641;0;1;1;1;3;1;2;6;0;1;2;1;1925;1;2;546;1;0;0;0;0;234;0;0;0;NA;NA;NA;0;8;2006;0;0;178000
316;60;0;71;7795;0;NA;1;0;0;0;0;17;0;0;0;0;7;5;2004;2005;0;0;0;0;1;0;0;0;0;0;0;0;0;425;0;0;291;716;0;0;0;0;716;716;0;1432;1;0;2;1;3;1;0;6;0;1;2;0;2004;2;2;432;0;0;0;100;51;0;0;0;0;NA;NA;NA;0;7;2009;0;0;188500
317;60;0;94;13005;0;NA;1;0;0;2;0;6;0;0;0;0;7;7;1980;1980;0;0;6;6;0;278;0;0;1;0;0;0;0;692;0;0;153;845;0;2;0;0;1153;1200;0;2353;1;0;2;1;4;1;2;10;0;1;1;0;1983;0;2;484;0;0;0;288;195;0;0;0;0;NA;3;NA;0;8;2009;0;0;260000
318;60;3;75;9000;0;NA;0;0;0;0;0;5;0;0;0;0;8;5;2006;2006;0;0;0;0;1;0;0;0;0;0;0;3;2;0;0;0;1088;1088;0;0;0;0;1088;871;0;1959;0;0;2;1;3;1;0;8;0;1;2;0;2006;0;3;1025;0;0;0;208;46;0;0;0;0;NA;NA;NA;0;12;2007;0;0;270000
319;60;0;90;9900;0;NA;0;2;0;0;1;3;0;0;0;0;7;5;1993;1993;0;0;3;3;0;256;0;0;0;0;0;1;0;987;0;0;360;1347;0;0;0;0;1372;1274;0;2646;1;0;2;1;4;1;0;9;0;1;1;0;1993;0;3;656;0;0;0;340;60;144;0;0;0;NA;NA;NA;0;4;2009;0;0;260000
320;80;0;NA;14115;0;NA;0;0;0;0;0;6;0;0;0;5;7;5;1980;1980;0;0;7;4;0;225;1;0;1;0;0;3;0;1036;0;0;336;1372;0;2;0;0;1472;0;0;1472;1;0;2;0;3;1;1;6;0;2;1;0;1980;1;2;588;0;0;0;233;48;0;0;0;0;NA;NA;NA;0;6;2009;0;0;187500
321;60;0;111;16259;0;NA;0;0;0;2;0;10;0;0;0;0;9;5;2006;2006;0;0;0;0;2;370;1;0;0;2;1;3;2;0;0;0;1249;1249;0;0;0;0;1249;1347;0;2596;0;0;3;1;4;1;0;9;0;0;NA;0;2006;0;3;840;0;0;0;240;154;0;0;0;0;NA;NA;NA;0;9;2006;1;2;342643
322;60;0;99;12099;0;NA;1;0;0;0;0;10;0;0;0;0;8;5;2004;2004;0;0;0;0;0;388;0;0;0;2;0;3;0;970;0;0;166;1136;0;0;0;0;1136;1332;0;2468;1;0;2;1;4;1;0;10;0;1;2;2;2004;2;3;872;0;0;0;184;154;0;0;0;0;NA;NA;NA;0;6;2007;0;0;354000
323;60;0;86;10380;0;NA;1;0;0;0;0;12;0;0;0;0;7;5;1986;1987;0;0;7;4;0;172;0;0;1;1;0;1;6;28;3;1474;0;1502;0;0;0;0;1553;1177;0;2730;1;0;2;1;4;1;0;8;0;1;1;0;1987;2;2;576;0;0;0;201;96;0;0;0;0;NA;1;NA;0;8;2007;0;0;301000
324;20;1;49;5820;0;NA;0;0;0;0;0;7;0;0;0;1;3;8;1955;2005;0;0;0;0;1;0;1;1;1;1;0;0;1;256;0;0;906;1162;0;0;0;0;1163;0;0;1163;1;0;1;0;3;1;1;6;0;0;NA;0;1955;1;1;220;1;0;0;142;98;0;0;0;0;NA;NA;NA;0;7;2006;0;0;126175
325;80;0;96;11275;0;NA;0;0;0;2;0;11;2;0;0;5;7;7;1967;2007;3;3;2;5;0;300;0;1;1;0;0;0;2;0;0;0;710;710;0;0;0;0;1898;1080;0;2978;0;0;2;1;5;1;0;11;0;1;2;2;1961;2;2;564;0;0;0;240;0;0;0;0;0;NA;NA;NA;0;6;2010;0;0;242000
326;45;1;50;5000;0;NA;0;0;0;0;0;13;4;0;0;3;5;6;1941;1950;0;0;1;1;1;0;1;0;1;1;0;3;4;116;0;0;604;720;0;4;1;1;803;0;0;803;0;0;1;0;2;1;1;5;0;0;NA;1;1941;1;2;360;0;0;0;0;0;244;0;0;0;NA;NA;NA;0;12;2007;0;0;87000
327;120;0;32;10846;0;NA;1;0;0;3;0;1;0;0;3;1;8;5;1993;1993;0;0;4;7;1;0;0;0;0;0;0;1;0;1619;0;0;100;1719;0;0;0;0;1719;0;0;1719;2;0;1;1;1;1;0;6;0;2;2;0;1993;2;2;473;0;0;0;122;30;0;0;0;0;NA;NA;NA;0;5;2008;7;0;324000
328;20;0;80;11600;0;NA;0;0;0;0;0;11;0;0;0;1;6;5;1960;1960;1;0;2;5;0;175;1;0;1;1;0;0;3;565;0;0;818;1383;0;2;0;0;1383;0;0;1383;0;0;1;1;3;1;1;7;0;0;NA;0;1960;0;1;292;0;0;0;0;45;0;0;0;0;NA;NA;NA;0;4;2006;0;0;145250
329;75;0;NA;11888;0;1;1;1;0;0;0;8;2;0;0;6;6;6;1916;1994;0;0;2;2;1;0;1;0;2;1;0;0;2;0;0;0;844;844;0;1;1;2;1445;689;0;2134;0;0;2;0;5;1;0;10;0;0;NA;1;1930;1;2;441;0;0;0;0;60;268;0;0;0;NA;NA;NA;0;7;2009;0;0;214500
330;70;1;60;6402;0;NA;0;0;0;2;0;13;0;0;0;0;5;5;1920;1950;0;0;2;2;1;0;1;0;0;1;0;2;2;0;0;0;596;596;0;2;1;0;596;596;0;1192;0;0;1;0;3;1;1;6;0;0;NA;1;1920;1;1;189;1;1;1;0;0;137;0;0;0;NA;2;NA;0;7;2009;0;0;78000
331;90;0;NA;10624;0;NA;1;0;0;0;0;11;0;0;2;1;5;4;1964;1964;0;0;3;3;0;84;1;0;1;1;0;0;0;40;4;264;1424;1728;0;2;0;0;1728;0;0;1728;0;1;2;0;6;2;1;10;0;0;NA;1;2002;1;1;352;0;0;0;155;0;0;0;0;0;NA;NA;NA;0;11;2007;0;0;119000
332;20;0;70;8176;0;NA;0;0;0;0;0;11;0;0;0;1;5;6;1958;1992;0;0;2;5;1;0;1;0;1;1;0;0;3;846;0;0;210;1056;0;3;0;0;1056;0;0;1056;1;0;1;0;3;1;1;6;0;0;NA;0;1958;0;1;308;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;8;2007;0;0;139000
333;20;0;85;10655;0;NA;1;0;0;0;0;10;0;0;0;1;8;5;2003;2004;0;0;0;0;0;296;0;0;0;0;0;0;0;1124;NA;479;1603;3206;0;0;0;0;1629;0;0;1629;1;0;2;0;3;1;0;7;0;1;2;0;2003;0;3;880;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;10;2009;0;0;284000
334;120;1;59;8198;0;NA;0;0;0;4;0;10;0;0;3;1;7;5;2004;2004;0;0;0;0;2;146;0;0;0;0;0;3;0;720;0;0;638;1358;0;0;0;0;1358;0;0;1358;1;0;2;0;2;1;0;6;0;1;2;0;2004;0;2;484;0;0;0;192;30;0;0;0;0;NA;NA;NA;0;7;2008;0;0;207000
335;60;0;59;9042;0;NA;1;0;0;0;0;17;0;0;0;0;6;5;1998;1998;0;0;0;0;1;0;1;0;0;0;0;1;0;828;0;0;115;943;0;1;0;0;943;695;0;1638;1;0;2;1;3;1;1;7;0;2;1;0;1998;2;2;472;0;0;0;100;38;0;0;0;0;NA;NA;NA;0;7;2008;0;0;192000
336;190;0;NA;164660;1;NA;1;3;0;2;2;16;0;0;1;2;5;6;1965;1965;0;0;7;4;1;0;1;0;1;1;0;1;1;1249;1;147;103;1499;0;0;0;0;1619;167;0;1786;2;0;2;0;3;1;1;7;0;2;2;0;1965;2;2;529;0;0;0;670;0;0;0;0;0;NA;NA;1;700;8;2008;0;0;228950
337;20;0;86;14157;0;NA;1;3;0;2;0;18;0;0;0;1;9;5;2005;2006;1;0;0;0;2;200;0;0;0;2;0;1;0;1249;0;0;673;1922;0;0;0;0;1922;0;0;1922;1;0;2;0;3;1;0;8;0;1;2;0;2005;2;3;676;0;0;0;178;51;0;0;0;0;NA;NA;NA;0;7;2007;0;0;377426
338;20;0;70;9135;0;NA;0;0;0;0;0;0;0;0;0;1;7;5;2002;2003;0;0;0;0;0;113;0;0;0;0;0;3;0;810;0;0;726;1536;0;0;0;0;1536;0;0;1536;1;0;2;0;3;1;0;7;0;0;NA;0;2002;0;2;532;0;0;0;192;74;0;0;0;0;NA;NA;NA;0;12;2008;0;0;214000
339;20;0;91;14145;0;NA;0;0;0;2;0;6;0;0;0;1;7;7;1984;1998;0;0;2;5;1;0;0;0;1;0;0;2;1;213;0;0;995;1208;0;0;0;0;1621;0;0;1621;1;0;2;0;3;1;0;8;0;0;NA;0;1984;0;2;440;0;0;0;108;45;0;0;0;0;NA;NA;1;400;5;2006;0;0;202500
340;20;0;66;12400;0;NA;1;0;0;0;0;11;1;0;0;1;6;7;1958;1998;1;0;2;5;0;176;1;0;1;1;3;0;3;585;0;0;630;1215;0;2;0;2;1215;0;0;1215;0;0;1;0;3;1;1;6;0;0;NA;0;1958;1;1;297;0;0;0;0;0;0;0;234;0;NA;NA;NA;0;6;2009;0;0;155000
341;60;0;85;14191;0;NA;0;0;0;0;0;16;0;0;0;0;8;5;2002;2002;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;967;967;0;0;0;0;993;915;0;1908;0;0;2;1;4;1;0;9;0;0;NA;0;2002;2;2;431;0;0;0;135;0;0;0;0;0;NA;NA;NA;0;4;2010;0;0;202900
342;20;4;60;8400;0;NA;0;0;0;0;0;12;1;0;0;1;4;4;1950;1950;0;0;2;9;1;0;3;2;1;1;3;0;2;0;0;0;721;721;0;1;0;0;841;0;0;841;0;0;1;0;2;1;1;4;0;0;NA;3;1950;1;1;294;0;0;1;250;0;24;0;0;0;NA;NA;NA;0;9;2009;0;0;82000
343;90;0;NA;8544;0;NA;0;0;0;0;0;11;0;0;2;1;3;4;1949;1950;0;0;9;8;0;340;1;0;4;NA;NA;NA;NA;0;NA;0;0;0;3;3;1;2;1040;0;0;1040;0;0;2;0;2;2;1;6;0;0;NA;1;1949;1;2;400;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;5;2006;0;0;87500
344;120;0;63;8849;0;NA;1;0;0;0;0;10;0;0;3;1;9;5;2005;2005;1;0;1;1;0;616;2;0;0;2;0;0;0;28;0;0;1656;1684;0;0;0;0;1684;0;0;1684;0;0;2;0;2;1;2;6;0;1;4;0;2005;0;2;564;0;0;0;495;72;0;0;0;0;NA;NA;NA;0;7;2008;0;0;266000
345;160;1;36;2592;0;NA;0;0;0;0;0;14;0;0;3;0;5;3;1976;1976;0;0;6;6;1;0;1;0;1;0;0;0;3;129;1;232;175;536;0;2;0;0;536;576;0;1112;0;0;1;1;3;1;1;4;0;0;NA;0;1976;1;1;336;0;0;0;182;0;0;0;0;0;NA;NA;NA;0;4;2010;0;0;85000
346;50;0;65;6435;0;NA;0;0;0;0;0;8;6;0;0;2;6;5;1939;1950;0;0;1;1;1;0;1;0;2;1;0;0;2;0;0;0;972;972;0;1;0;0;972;605;0;1577;0;0;1;0;3;1;3;6;0;1;2;1;1939;1;1;312;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;10;2006;0;0;140200
347;20;0;NA;12772;0;NA;1;0;0;3;0;11;0;0;0;1;6;8;1960;1998;1;0;1;1;1;0;1;1;1;1;0;2;4;498;0;0;460;958;0;2;0;0;958;0;0;958;0;0;1;0;2;1;1;5;0;0;NA;0;1960;0;1;301;0;0;0;0;0;0;0;0;0;NA;NA;2;15500;4;2007;0;0;151500
348;20;0;NA;17600;0;NA;1;0;0;0;0;11;0;0;0;1;6;5;1960;1960;0;0;2;5;0;30;1;0;1;1;0;0;4;1270;0;0;208;1478;0;0;0;2;1478;0;0;1478;1;0;2;0;3;1;1;6;0;2;2;0;1960;1;2;498;0;0;0;0;40;0;0;0;0;NA;NA;NA;0;12;2009;0;0;157500
349;160;0;36;2448;0;NA;0;0;0;0;0;10;0;0;4;0;7;5;2003;2004;0;0;0;2;2;106;0;0;0;0;0;0;0;573;0;0;191;764;0;0;0;0;764;862;0;1626;1;0;2;1;2;1;0;6;0;0;NA;2;2003;0;2;474;0;0;0;0;27;0;0;0;0;NA;NA;NA;0;10;2008;0;0;154000
350;60;0;56;20431;0;NA;2;0;0;0;0;10;0;0;0;0;9;5;2005;2006;1;0;6;6;0;870;2;0;0;2;0;0;0;1410;0;0;438;1848;0;0;0;0;1848;880;0;2728;1;0;2;1;4;1;2;10;0;2;4;0;2006;2;3;706;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;4;2006;1;2;437154
351;120;0;68;7820;0;NA;1;0;0;0;0;10;0;0;3;1;9;5;2007;2007;1;0;1;1;0;362;2;0;0;2;0;0;2;0;0;0;1869;1869;0;0;0;0;1869;0;0;1869;0;0;2;0;2;1;2;6;0;1;2;0;2007;0;2;617;0;0;0;210;54;0;0;0;0;NA;NA;NA;0;12;2007;1;2;318061
352;120;0;NA;5271;0;NA;1;2;0;0;1;19;0;0;0;1;7;5;1986;1986;0;0;2;5;1;0;1;0;0;0;0;1;0;1082;0;0;371;1453;0;1;0;0;1453;0;0;1453;1;0;1;1;2;1;0;6;0;1;1;0;1986;0;2;445;0;0;0;0;80;0;0;184;0;NA;NA;NA;0;12;2006;0;1;190000
353;50;0;60;9084;0;NA;0;0;0;0;0;15;3;0;0;2;5;6;1941;1950;0;0;0;0;1;0;1;0;1;1;3;2;6;236;4;380;0;616;0;2;1;0;616;495;0;1111;0;1;1;0;3;1;1;5;0;0;NA;1;1941;1;1;200;0;1;0;48;0;0;0;0;0;NA;NA;NA;0;3;2008;6;0;95000
354;30;1;60;8520;0;NA;0;0;0;0;0;7;0;0;0;1;6;8;1928;2003;0;0;0;0;1;0;1;1;2;1;0;0;2;0;0;0;624;624;0;1;0;0;720;0;0;720;0;0;1;0;2;1;1;5;0;0;NA;1;2005;1;2;484;0;0;0;106;0;0;0;0;0;NA;NA;NA;0;5;2010;0;0;105900
355;50;0;60;8400;0;NA;0;1;0;0;0;23;0;0;0;2;6;5;1940;2000;0;0;2;1;1;0;1;0;1;1;0;0;6;388;0;0;552;940;0;0;0;0;1192;403;0;1595;0;0;1;0;2;1;1;6;0;2;2;0;1940;1;1;240;0;0;0;0;0;108;0;0;0;NA;NA;NA;0;6;2006;0;0;140000
356;20;0;105;11249;0;NA;2;0;0;0;0;0;0;0;0;1;6;5;1995;1995;0;0;0;0;1;0;0;1;0;0;1;0;1;334;1;544;322;1200;0;0;0;0;1200;0;0;1200;1;0;2;0;3;1;0;6;0;0;NA;0;1995;0;2;521;0;0;0;0;26;0;0;0;0;NA;NA;NA;0;8;2007;0;0;177500
357;20;0;NA;9248;0;NA;1;0;0;0;0;17;0;0;0;1;6;6;1992;1992;0;0;3;3;0;106;1;0;0;0;0;0;0;560;0;0;598;1158;0;1;0;0;1167;0;0;1167;1;0;2;0;3;1;0;6;0;0;NA;0;1992;0;2;400;0;0;0;120;26;0;0;0;0;NA;NA;NA;0;7;2009;0;0;173000
358;120;1;44;4224;0;NA;0;0;0;0;0;14;0;0;3;1;5;5;1976;1976;0;0;6;6;1;0;1;0;0;0;0;0;1;874;0;0;268;1142;0;2;0;0;1142;0;0;1142;1;0;1;1;3;1;1;6;0;1;5;0;1976;2;2;528;0;0;0;536;90;0;0;0;0;NA;1;NA;0;8;2007;0;0;134000
359;80;0;92;6930;0;NA;1;0;0;0;0;19;0;0;0;5;5;4;1958;1958;1;0;2;11;0;120;1;0;1;1;0;3;4;300;4;294;468;1062;0;0;0;1;1352;0;0;1352;0;1;1;0;3;1;0;6;3;0;NA;2;1958;1;1;288;0;0;0;168;0;294;0;0;0;NA;NA;NA;0;7;2006;0;1;130000
360;60;0;78;12011;0;NA;1;0;0;3;0;3;0;0;0;0;8;5;1998;1998;0;0;0;0;0;530;0;0;0;0;0;3;0;956;0;0;130;1086;0;0;0;0;1086;838;0;1924;1;0;2;1;3;1;0;7;0;1;1;0;1998;0;2;592;0;0;0;208;75;0;0;374;0;NA;NA;NA;0;6;2006;0;0;280000
361;85;0;NA;7540;0;NA;1;0;0;3;0;4;0;0;0;4;6;6;1978;1978;0;0;0;0;1;0;1;0;1;0;0;3;0;773;0;0;115;888;0;0;0;0;912;0;0;912;1;0;1;0;2;1;1;5;0;1;1;0;1978;0;2;470;0;0;0;0;0;0;0;192;0;NA;1;NA;0;6;2007;0;0;156000
362;50;0;NA;9144;0;1;0;0;0;0;0;8;0;0;0;2;5;5;1940;1982;0;0;1;1;1;0;1;0;1;1;0;0;3;399;0;0;484;883;0;1;0;0;988;517;0;1505;1;0;1;0;3;1;1;8;0;0;NA;1;1940;1;1;240;0;0;1;0;0;0;0;0;0;NA;NA;NA;0;7;2008;0;0;145000
363;85;0;64;7301;0;NA;0;0;0;2;0;15;0;0;0;4;7;5;2003;2003;0;0;3;3;0;500;0;0;4;NA;NA;NA;NA;0;NA;0;0;0;0;0;0;0;495;1427;0;1922;0;0;3;0;4;1;0;7;0;1;4;2;2003;0;2;672;0;0;0;0;0;177;0;0;0;NA;NA;NA;0;7;2009;3;0;198500
364;160;1;21;1680;0;NA;0;0;0;0;0;22;0;0;4;0;6;8;1972;2007;0;0;3;3;0;510;1;0;1;1;0;0;1;162;0;0;321;483;0;1;0;0;483;504;0;987;0;0;1;1;2;1;0;5;0;0;NA;1;1972;1;1;264;0;0;0;250;0;0;0;0;0;NA;NA;NA;0;5;2009;0;0;118000
365;60;0;NA;18800;0;NA;1;0;0;1;0;6;0;0;0;0;6;5;1976;1976;0;0;3;3;0;120;1;0;0;0;0;2;0;712;0;0;84;796;0;2;0;0;790;784;0;1574;1;0;2;1;3;1;1;6;0;1;1;0;1976;2;2;566;0;0;0;306;111;0;0;0;0;NA;NA;NA;0;7;2006;0;0;190000
366;70;1;59;10690;0;NA;0;0;0;0;0;13;0;0;0;0;5;7;1920;1997;1;0;0;0;1;0;1;1;1;1;3;0;3;456;0;0;216;672;0;1;0;2;672;672;0;1344;0;0;1;0;3;1;1;6;0;0;NA;1;1964;1;1;468;0;1;0;0;128;218;0;0;0;NA;NA;NA;0;7;2009;0;0;147000
367;20;0;NA;9500;0;NA;1;0;0;0;0;11;0;0;0;1;6;5;1963;1963;0;0;7;4;0;247;1;0;1;0;0;0;4;609;0;0;785;1394;0;1;0;0;1394;0;0;1394;1;0;1;1;3;1;1;6;0;2;2;0;1963;0;2;514;0;0;0;0;76;0;0;185;0;NA;NA;NA;0;7;2009;0;0;159000
368;80;0;101;9150;0;NA;1;0;0;2;0;11;0;0;0;5;6;5;1962;1962;0;5;7;4;0;305;1;0;1;0;0;1;0;371;0;0;728;1099;0;1;0;0;1431;0;0;1431;0;1;1;0;3;1;1;6;0;1;2;5;1962;0;1;296;0;0;0;64;110;0;0;0;0;NA;NA;NA;0;12;2008;0;0;165000
369;20;0;78;7800;0;NA;0;0;0;0;0;11;0;0;0;1;5;6;1954;1954;0;0;3;3;0;200;1;0;0;1;0;0;6;540;0;0;728;1268;0;1;0;0;1268;0;0;1268;0;0;1;0;2;1;1;7;0;1;2;0;1954;2;1;244;0;0;0;0;98;0;0;0;0;NA;NA;NA;0;3;2010;0;0;132000
370;20;0;NA;9830;0;NA;1;0;0;2;0;11;0;0;0;1;5;7;1959;2006;0;0;2;5;1;0;1;1;1;1;0;0;1;72;4;258;733;1063;0;0;0;0;1287;0;0;1287;1;0;1;0;3;1;0;7;0;1;2;1;1997;2;2;576;0;0;0;364;17;0;0;182;0;NA;NA;NA;0;3;2010;0;0;162000
371;60;0;NA;8121;0;NA;1;0;0;0;0;17;0;0;0;0;6;5;2000;2000;0;0;0;0;1;0;1;0;0;0;0;0;2;0;0;0;953;953;0;0;0;0;953;711;0;1664;0;0;2;1;3;1;1;7;0;1;1;0;2000;0;2;460;0;0;0;100;40;0;0;0;0;NA;NA;NA;0;1;2006;0;0;172400
372;50;0;80;17120;0;NA;0;0;0;0;0;19;1;0;0;2;4;4;1959;1959;0;0;5;4;1;0;1;0;1;NA;NA;NA;NA;0;NA;0;0;0;0;2;0;0;1120;468;0;1588;0;0;2;0;4;1;1;7;3;1;2;1;1991;2;2;680;0;0;1;0;59;0;0;0;0;NA;NA;NA;0;7;2008;0;0;134432
373;120;0;50;7175;0;NA;0;0;0;0;0;12;0;0;3;1;6;5;1984;1984;0;0;7;4;1;0;1;0;1;0;0;0;1;623;5;121;0;744;0;2;0;0;752;0;0;752;1;0;1;0;2;1;1;4;0;0;NA;0;1984;1;1;264;0;0;0;353;0;0;0;90;0;NA;1;NA;0;2;2010;0;0;125000
374;20;0;79;10634;0;NA;0;0;0;0;0;11;0;0;0;1;5;6;1953;1953;0;0;1;1;1;0;1;0;0;1;0;0;4;428;5;180;0;608;0;2;0;0;1319;0;0;1319;1;0;1;0;3;1;1;5;3;0;NA;0;1953;1;1;270;0;0;0;66;0;0;0;0;0;NA;2;NA;0;11;2009;0;0;123000
375;60;0;65;8200;0;NA;0;0;0;0;0;0;0;0;0;0;7;5;2003;2004;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;847;847;0;0;0;0;847;1081;0;1928;0;0;2;1;4;1;0;8;0;1;2;2;2003;2;2;434;0;0;0;100;48;0;0;0;0;NA;NA;NA;0;7;2007;0;0;219500
376;30;0;NA;10020;0;NA;1;2;0;0;2;15;0;0;0;1;1;1;1922;1950;0;0;2;5;1;0;3;2;2;4;4;1;4;350;0;0;333;683;0;1;1;2;904;0;0;904;1;0;0;1;1;1;3;4;2;0;NA;NA;NA;NA;0;0;NA;NA;0;0;0;0;0;0;0;NA;NA;NA;0;3;2009;0;0;61000
377;85;0;57;8846;0;NA;1;0;0;3;0;0;0;0;0;4;5;5;1996;1996;0;0;0;0;1;0;0;0;0;0;0;3;0;298;0;0;572;870;0;0;0;0;914;0;0;914;0;0;1;0;2;1;1;5;0;0;NA;1;1998;1;2;576;0;0;0;0;0;0;0;0;0;NA;NA;NA;0;7;2006;0;0;148000
378;60;3;102;11143;0;NA;1;0;0;2;0;5;0;0;0;0;8;5;2004;2005;0;0;6;6;1;0;0;0;0;0;0;0;2;0;0;0;1580;1580;0;0;0;0;1580;886;0;2466;0;0;3;0;4;1;0;8;0;1;2;0;2004;0;2;610;0;0;0;159;214;0;0;0;0;NA;NA;NA;0;12;2007;0;0;340000
